,label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,azimuth,pitch,roll,max_acc_x,max_acc_y,max_acc_z,max_gyro_x,max_gyro_y,max_gyro_z,max_azimuth,max_pitch,max_roll,min_acc_x,min_acc_y,min_acc_z,min_gyro_x,min_gyro_y,min_gyro_z,min_azimuth,min_pitch,min_roll,jerk_acc_x,jerk_acc_y,jerk_acc_z,jerk_gyro_x,jerk_gyro_y,jerk_gyro_z,jerk_azimuth,jerk_pitch,jerk_roll,JerkMagAcc,JerkMagGyro,JerkMagOrient,F_acc_x,F_acc_y,F_acc_z,F_gyro_x,F_gyro_y,F_gyro_z,F_azimuth,F_pitch,F_roll,Fmax_acc_x,Fmax_acc_y,Fmax_acc_z,Fmax_gyro_x,Fmax_gyro_y,Fmax_gyro_z,Fmax_azimuth,Fmax_pitch,Fmax_roll,Fmin_acc_x,Fmin_acc_y,Fmin_acc_z,Fmin_gyro_x,Fmin_gyro_y,Fmin_gyro_z,Fmin_azimuth,Fmin_pitch,Fmin_roll,jerk_Facc_x,jerk_Facc_y,jerk_Facc_z,jerk_Fgyro_x,jerk_Fgyro_y,jerk_Fgyro_z,jerk_Fazimuth,jerk_Fpitch,jerk_Froll,F_JerkMagAcc,F_JerkMagGyro,F_JerkMagOrient
0,A13,-0.30193548387096775,6.797096774193549,-6.267741935483872,2.2503225806451614,0.14096774193548384,-0.3545161290322581,-13.638064516129033,-44.9741935483871,-1.7703225806451617,0.29,9.47,-2.5,42.06,10.31,3.75,-11.88,-41.19,23.0,-0.77,3.66,-9.56,-49.69,-6.88,-6.81,-16.0,-49.0,-26.19,-2.012903225806452,45.31397849462366,-41.78494623655914,15.00215053763441,0.939784946236559,-2.363440860215054,-90.92043010752688,-299.82795698924735,-11.802150537634411,61.67163171507476,15.216227167032942,313.5324850164598,1.2183082463761112,12.431910300444246,12.563941656922355,68.50019154203811,17.428430480241484,11.546777145363572,19.090820156930068,52.67970110148928,42.981084068408755,9.36,210.70999999999992,194.29999999999998,351.8258693674204,31.828186118042368,24.96381589476328,422.78,1394.1999999999998,414.5864902476163,0.13648292171519824,0.8800407477118438,0.6103053002035222,11.914429888722145,4.369999999999999,3.396411183651573,1.2569333546756962,1.2474382596399805,1.7485445687428274,8.122054975840742,82.87940200296164,83.75961104614903,456.6679436135874,116.18953653494323,76.97851430242382,127.2721343795338,351.19800734326185,286.54056045605836,118.11280834863453,477.4634130367226,470.79053658487226
0,A13,-0.38439999999999996,6.0888,-7.1332,1.3400000000000003,0.6703999999999999,-0.28759999999999997,-13.1908,-43.9008,3.7656,-0.01,9.49,-2.58,49.13,12.69,5.0,-11.0,-37.38,22.25,-0.8,3.44,-9.52,-34.31,-5.0,-4.06,-16.5,-48.0,-24.37,-2.5626666666666664,40.592,-47.55466666666667,8.933333333333335,4.469333333333333,-1.9173333333333331,-87.93866666666666,-292.67199999999997,25.104000000000003,62.57574646955658,10.171310240082152,306.627329987252,1.1401295892529912,10.468083069319105,12.110773041002487,63.952345163115275,14.733806023578067,9.982891739171022,17.989978085118516,52.74132511246026,37.47934251488943,9.610000000000001,152.22,178.32999999999998,346.5996703965299,19.368797063466463,22.917987885517192,329.77,1097.52,299.04087307595387,0.3531984753191573,0.12415560889271252,0.24459484592828132,7.720096087910382,3.7739793912797874,2.6675646171250667,0.576775135762837,0.901465618455938,0.3404319280741131,7.6008639283532755,69.78722046212737,80.73848694001659,426.34896775410186,98.22537349052045,66.55261159447348,119.93318723412344,351.6088340830684,249.86228343259623,106.98940389426487,442.5504676445222,447.7096182656132
0,A12,0.11521739130434783,8.022173913043478,-5.16,0.831304347826087,0.8208695652173913,-0.1391304347826087,-13.599565217391305,-48.22826086956522,-15.013478260869565,0.96,9.53,-2.47,28.12,10.94,4.69,-12.19,-38.56,-4.19,-1.07,6.73,-7.94,-24.94,-11.81,-4.88,-15.69,-58.75,-24.69,0.7681159420289856,53.481159420289856,-34.400000000000006,5.542028985507247,5.472463768115942,-0.927536231884058,-90.66376811594203,-321.5217391304348,-100.08985507246378,63.593902341646384,7.8436132254849165,348.7321703985273,1.9763056166881101,11.246131653849147,9.722531264683484,52.18965601819914,24.807153452097538,10.500035927498388,17.030354489268564,63.04442936827126,32.16403258215667,5.929623293416732,184.51,118.68,165.72781171632826,52.73109788595053,14.119515966626151,312.79,1109.25,345.31,0.32932310608400583,0.7889804598457391,0.9854346598610451,14.07185842154997,10.392945162726534,3.1999999999999993,0.5102064890753146,0.8050997093298925,2.1214391970904694,13.175370777920735,74.97421102566099,64.81687509788989,347.9310401213276,165.3810230139836,70.00023951665592,113.53569659512377,420.2961957884751,214.4268838810445,99.97974800684133,391.5442822790928,485.30210706995604
0,A12,-0.06625,8.10875,-5.4875,2.9058333333333333,-1.1275000000000002,0.4220833333333333,-14.089583333333332,-49.75333333333333,-13.042083333333332,1.56,9.65,-2.13,45.25,35.94,18.81,-9.19,-38.06,3.69,-1.89,7.01,-7.28,-29.31,-48.06,-10.5,-16.25,-57.75,-27.0,-0.4416666666666667,54.05833333333334,-36.583333333333336,19.372222222222224,-7.516666666666668,2.8138888888888887,-93.93055555555554,-331.68888888888887,-86.94722222222222,65.27510053611562,20.969054396513705,355.5281813464039,2.98166035997173,11.066521277694436,9.986047023023676,71.4051068003652,74.66802679457577,28.396806376639734,21.63217865821729,63.850426917486736,36.36088141198137,4.85,194.61,131.7,205.31851432787,130.50418534874274,56.655353093729566,338.15,1194.08,313.01,0.9685749184123599,1.4454065172123636,0.08115150913963902,25.508335892409754,10.320000000000002,1.1082313877745857,3.2594480017951377,0.49426713425026636,1.1299999999999946,19.877735733144867,73.7768085179629,66.57364682015785,476.03404533576804,497.7868452971718,189.31204251093158,144.21452438811525,425.6695127832449,242.40587607987578,101.34195727292828,714.3103002962418,510.6397672681471
0,A9,0.12294117647058828,9.038823529411765,-0.9423529411764707,0.5947058823529412,3.518823529411765,2.532941176470588,37.48529411764706,-29.14823529411765,-22.878235294117648,1.98,10.52,3.01,29.37,23.12,36.19,43.0,-17.75,-10.25,-3.26,4.7,-5.14,-53.0,-1.63,-4.44,32.56,-36.56,-34.06,0.8196078431372552,60.25882352941177,-6.282352941176471,3.9647058823529413,23.458823529411767,16.886274509803922,249.90196078431373,-194.321568627451,-152.521568627451,60.590969035350724,29.17501604006587,351.3896568401752,4.1512011544976355,13.539718712675183,8.200516725977407,71.0499901558042,24.387071266316077,38.11779676216907,47.1961710337599,46.24614102696998,44.397545967125595,5.438626235515254,153.66000000000003,25.235075959574722,184.2579338042938,59.82,72.13358320261206,637.25,495.52,388.93,2.09,1.8414269232220073,2.488633327143016,9.620433379058522,8.06292763906529,10.269815794451917,4.29194785526946,4.039585508777901,3.703235556441027,27.67467436331757,90.26479141783456,54.670111506516044,473.66660103869464,162.58047510877387,254.11864508112714,314.641140225066,308.30760684646657,295.98363978083734,109.09831008295107,561.5770166272944,530.7155006021941
0,A9,0.1875,9.074166666666667,-0.6383333333333333,-13.08875,0.46875000000000017,-0.5604166666666668,36.459583333333335,-28.740416666666665,-24.516666666666666,1.08,14.6,3.94,36.06,11.94,8.81,40.69,-14.69,-8.38,-0.59,5.5,-6.53,-263.31,-10.0,-17.94,28.5,-40.19,-39.19,1.25,60.49444444444445,-4.2555555555555555,-87.25833333333333,3.1250000000000013,-3.736111111111112,243.0638888888889,-191.60277777777776,-163.44444444444446,60.65682205431138,87.39416964160526,350.0082355512563,1.5912845328911036,16.465232824474516,13.152082735342015,280.1558227191917,24.61216776037145,25.56232827632755,50.06292207627672,58.20659692070844,60.145616376716845,4.5,217.77999999999997,44.62587181520325,579.5120097838844,40.41102857263581,44.770486930566214,875.03,689.77,588.4,0.3989623357161297,3.7264690926456527,2.690992682979381,133.49000000000004,3.4001323503652,6.878364631218672,5.848110806063795,4.024198960403504,1.4800000000000022,10.608563552607357,109.7682188298301,87.68055156894677,1867.7054847946113,164.08111840247633,170.41552184218367,333.75281384184484,388.0439794713896,400.970775844779,140.8881918726971,1882.627908385729,650.1896906541239
0,A6,-0.2686363636363636,8.342727272727272,1.3536363636363637,5.259545454545454,1.9777272727272726,1.8672727272727274,31.85090909090909,-22.742272727272727,-29.670454545454547,1.56,14.61,10.22,173.69,27.44,22.87,41.88,-10.69,-14.38,-1.17,1.96,-4.26,-139.31,-9.0,-21.31,15.06,-37.75,-38.56,-1.7909090909090908,55.61818181818182,9.024242424242425,35.06363636363636,13.184848484848484,12.44848484848485,212.33939393939394,-151.61515151515152,-197.8030303030303,56.37398740078378,39.47484768346409,327.41596049150235,2.571332313922936,19.670216922530717,15.623077002646754,211.43327400697024,37.439574724678046,40.7382132350433,60.811468692977954,49.40127029459484,53.37332603740372,5.91,183.54,42.58335652316116,442.75986855272396,58.13725490746672,84.55315709052095,700.72,500.33,652.75,0.7869104515325442,2.9253112699934434,4.9306880748801944,21.310000000000056,24.69073586269852,12.314771481526217,3.820000000000004,1.4500000000000002,1.9751442103756736,17.14221542615291,131.13477948353813,104.1538466843117,1409.5551600464682,249.59716483118697,271.588088233622,405.4097912865197,329.3418019639656,355.8221735826915,168.3395667068557,1457.0190745408192,632.0067567716048
0,A6,-0.25966666666666666,9.219333333333333,1.4943333333333333,-1.4230000000000007,0.07699999999999996,-0.0293333333333333,35.708333333333336,-21.07133333333333,-27.999666666666666,1.26,12.81,6.21,72.69,34.56,13.0,42.5,-11.06,-15.5,-2.77,3.73,-4.22,-111.19,-22.44,-16.0,18.06,-36.25,-33.19,-1.731111111111111,61.46222222222222,9.962222222222222,-9.486666666666672,0.5133333333333331,-0.19555555555555534,238.05555555555557,-140.47555555555556,-186.66444444444446,62.28842089648587,9.502557420550758,333.5377700639903,4.055722586756146,17.11166775479484,12.849377157435562,160.497395054322,48.446836614290746,28.5473881350159,62.99694624797033,49.921951071737645,49.46529013934009,7.789999999999999,276.58000000000004,52.65202778196769,458.4947816158207,108.7000985645576,65.60575551340824,1071.25,632.14,839.99,0.6178408275853766,0.39361223501054815,4.43,17.302945132132393,2.309999999999988,0.8800000000000034,1.371474298385496,1.2816535027432803,4.564063359160882,27.03815057837431,114.0777850319656,85.66251438290375,1069.98263369548,322.9789107619383,190.31592090010602,419.97964165313556,332.81300714491766,329.76860092893395,145.19941113826664,1133.754101626512,629.2016586807172
0,A5,-0.10303030303030303,9.145454545454546,-1.3687878787878789,-0.6115151515151515,0.15060606060606063,1.8506060606060606,33.68606060606061,-29.894242424242425,-22.550909090909094,1.4,11.18,2.78,74.94,39.0,34.69,41.06,-17.69,-0.88,-1.16,7.28,-6.72,-74.75,-27.44,-32.31,17.06,-40.75,-36.0,-0.6868686868686869,60.969696969696976,-9.125252525252526,-4.076767676767677,1.0040404040404043,12.337373737373738,224.5737373737374,-199.2949494949495,-150.33939393939397,61.652623389595554,13.032226308613682,335.7882871427578,2.7274342777034404,12.506999746990482,11.029044802582845,141.58317079770384,50.2717323210436,55.637276021616884,55.9466861685565,54.64433661494607,54.21242784022734,6.384677422559683,301.79999999999995,72.95329898635782,377.7374500857878,103.28757306198854,98.10459634184532,1111.6399999999999,986.51,744.1800000000001,0.3023249156931939,1.1163447482628484,1.07735438180613,20.180000000000007,4.970000000000002,9.824838612732192,2.3394621852672515,1.3858932137794908,2.7061940661618076,18.182895184689603,83.37999831326988,73.5269653505523,943.8878053180257,335.1448821402907,370.91517347744593,372.97790779037666,364.2955774329738,361.4161856015156,112.64571198975847,1068.0937912789832,634.3858815040414
0,A5,-0.06600000000000002,8.992285714285714,-1.8285714285714285,-5.412857142857143,-0.7120000000000001,-1.0302857142857142,32.027142857142856,-32.41542857142857,-22.970000000000002,1.53,10.65,1.53,45.38,22.94,7.5,40.56,-23.0,0.37,-2.14,5.07,-7.12,-240.5,-26.0,-18.44,15.56,-41.88,-36.25,-0.4400000000000001,59.94857142857143,-12.19047619047619,-36.08571428571429,-4.746666666666667,-6.868571428571428,213.5142857142857,-216.10285714285715,-153.13333333333335,61.17705882172742,37.03899152817253,340.2037813534199,3.4737791999181895,14.516938608559363,11.007761420207995,253.09352753761118,51.38622662018804,30.827236013167497,52.95578883085039,53.69267002607399,59.52360164457186,5.620026696790968,314.73,64.0,554.5324832667185,113.47024157108712,58.900491280429485,1120.95,1134.54,803.95,0.9044992925995493,0.5891231926237731,0.9492731601038235,128.5528913086639,6.860622672689676,8.978530796829345,0.7728740426338221,0.9053152612716556,2.551667126540672,23.1585279994546,96.77959072372909,73.38507613471997,1687.2901835840746,342.57484413458695,205.51490675444998,353.03859220566926,357.95113350715997,396.82401096381244,123.64455507240373,1733.9383104226363,640.4955559900704
0,A2,-1.123,10.253,-1.465,2.463,-4.718000000000001,-2.8480000000000016,24.354,-22.829,15.863999999999999,1.54,13.46,0.53,54.63,48.25,36.69,26.87,-17.87,34.19,-3.16,8.13,-3.66,-35.38,-40.69,-48.56,19.87,-32.06,1.88,-7.486666666666667,68.35333333333334,-9.766666666666667,16.42,-31.45333333333334,-18.98666666666668,162.36,-152.19333333333336,105.75999999999999,69.4522579426568,40.24204379612061,246.39147288636252,5.082300862260366,14.800837136751639,5.631064147804413,64.78501148347681,81.89811083023471,74.06024149555115,29.82958994964588,32.80063102683327,45.870445066612376,11.23,102.53,14.65,162.39,141.0512234042307,120.29219136667047,243.54000000000002,228.29000000000002,158.64,2.1139306350227898,1.7299999999999986,3.382985117522625,24.630000000000003,25.919999999999987,28.480000000000018,1.72694483940165,4.170000000000005,13.136779310527736,33.88200574840244,98.67224757834427,37.54042765202942,431.9000765565121,545.9874055348981,493.73494330367436,198.8639329976392,218.67087351222182,305.8029671107492,110.87599588727083,853.4718023293639,425.29903534292856
0,A2,0.2955555555555555,10.215555555555556,-1.3988888888888888,1.5144444444444445,6.992222222222222,-4.001111111111111,-21.63888888888889,-41.98555555555556,-14.422222222222224,4.89,15.56,0.17,25.62,44.13,29.56,-18.06,-21.87,-7.56,-4.0,6.81,-4.38,-27.69,-12.38,-40.63,-26.5,-53.56,-22.19,1.97037037037037,68.1037037037037,-9.325925925925926,10.096296296296297,46.614814814814814,-26.674074074074078,-144.25925925925927,-279.90370370370374,-96.14814814814817,68.76750476739836,54.647803129048796,329.24350201848966,5.924724733739124,16.79569027581257,5.563698040896593,46.652850769391925,51.15368267273272,57.93536028728993,28.69683292268416,69.93017094906766,24.922481579059813,9.418346179823702,91.94,12.59,61.578481335434546,79.67254920040976,78.60842267002668,194.75,377.87,129.8,0.3439476704383967,1.5255308760497925,2.271441894253065,13.63,32.65062982651501,36.01000000000001,3.0801379215437934,17.939222942663495,2.898597343578501,39.498164891594165,111.97126850541714,37.091320272643955,311.0190051292795,341.02455115155146,386.23573524859955,191.31221948456107,466.2011396604511,166.1498771937321,124.39226680177363,601.837693421366,530.6125230677321
