x,y,color
7.571484341,4.682991912,107
7.566486791,4.652797128,107
7.569273939,4.624307657,107
7.571360093,4.597197548,107
7.573809098,4.568769723,107
7.560615258,4.536046834,107
7.562700105,4.50775825,107
7.564125672,4.480834802,107
7.573405057,4.455321682,107
7.574527155,4.428431753,107
7.568411894,4.397595277,107
7.561639597,4.36821784,107
7.556342758,4.334038401,107
7.580930597,4.258836039,107
7.57330279,4.229814041,107
7.565912238,4.199567414,107
7.565588987,4.173090663,107
7.565513111,4.145312115,107
7.557202125,4.116689409,107
7.556794525,4.08903933,107
7.555851935,4.062774829,107
7.562846914,4.037313165,107
7.561616303,4.011092036,107
7.552845093,3.981567803,107
7.55130241,3.955489727,107
7.549614627,3.929460142,107
7.555881188,3.904034552,107
7.553908755,3.87805654,107
7.559894352,3.852608252,107
7.56543617,3.828471228,107
7.555528054,3.799505969,107
7.552974914,3.77370536,107
7.558391995,3.748255602,107
7.555556002,3.722524178,107
7.560691652,3.69706921,107
7.557574037,3.671410059,107
7.554483928,3.644914488,107
7.566822003,3.622237285,107
7.56353187,3.595328116,107
7.567741797,3.571175709,107
7.572050207,3.545656411,107
7.576004199,3.521452412,107
7.580040768,3.495888706,107
7.575823997,3.470466948,107
7.579581953,3.444904987,107
7.575089102,3.419570544,107
7.57064025,3.392947558,107
7.581737582,3.369777637,107
7.576839371,3.344558527,107
7.571963756,3.318060822,107
7.566788939,3.292969404,107
7.58548705,3.269154388,107
7.580048938,3.244086428,107
7.55867909,3.216216471,107
7.560926564,3.192094265,107
7.571134767,3.167295848,107
7.54920561,3.141191586,107
7.55914259,3.116373106,107
7.560873206,3.092249838,107
7.554580737,3.066267048,107
7.580011613,3.043560421,107
7.573447834,3.017558773,107
7.56667585,2.99298096,107
7.575817524,2.967814264,107
7.56878439,2.943309903,107
7.569662007,2.917786132,107
7.562367273,2.893399408,107
7.562962566,2.868367212,107
7.555417403,2.843653285,107
7.555745729,2.818659117,107
7.587934835,2.79471802,107
7.572,2.77,107
7.555932902,2.745003766,107
7.555741122,2.720902089,107
7.555403177,2.69545294,107
7.562953102,2.671185176,107
7.562343496,2.645705484,107
7.5616376,2.621571953,107
7.576745772,2.595503622,107
7.591765031,2.57060869,107
7.590605385,2.544973054,107
7.581388938,2.521119283,107
7.587945285,2.495072727,107
7.594442501,2.470290794,107
7.584753776,2.445195355,107
7.590987484,2.420353864,107
7.60495577,2.393448274,107
7.602943463,2.369097535,107
7.584747955,2.344849911,107
7.590446966,2.319831967,107
7.579957833,2.295015076,107
7.577436309,2.27079506,107
7.582588581,2.244349757,107
7.587749125,2.219175032,107
7.584669094,2.193566589,107
7.581622347,2.169323545,107
7.594309296,2.14297828,107
7.590812783,2.117335126,107
7.55569873,2.097627084,107
7.532469888,2.050578891,107
7.169288147,2.059533451,107
7.039398743,2.059100536,107
6.794687005,2.053750649,107
6.688739853,2.052932132,107
6.590538285,2.050606392,107
6.488712551,2.051152155,107
6.382869551,2.052535236,107
6.288339738,2.049965401,107
6.20640147,2.049468726,107
6.128246982,2.047999016,107
6.046486365,2.049161908,107
5.976300142,2.04751994,107
5.906193229,2.046628539,107
5.83949828,2.04327181,107
5.785282022,2.040806162,107
5.71541781,2.042066931,107
5.649733187,2.043843403,107
5.595520865,2.042379724,107
5.545442176,2.041184732,107
5.486883471,2.03967274,107
5.432958045,2.040192121,107
5.383091911,2.040617686,107
5.340752686,2.038542328,107
5.290815463,2.039245992,107
5.248807305,2.038765262,107
5.213641138,2.03362463,107
5.163923633,2.035799902,107
5.122106592,2.036622679,107
5.091524842,2.033411332,107
5.053618177,2.03372237,107
5.011855193,2.035313915,107
4.977007241,2.032669056,107
4.943062163,2.032788364,107
4.908962531,2.032660494,107
4.878883487,2.032054104,107
4.848638729,2.03117451,107
4.814713174,2.032045082,107
4.784014526,2.030361395,107
4.761580496,2.028020178,107
4.731545012,2.02836743,107
4.701783001,2.02953932,107
4.675561403,2.028948243,107
4.64960124,2.029125179,107
4.626581842,2.02614844,107
4.604166837,2.024738039,107
4.580175153,2.024845347,107
4.554192418,2.025524718,107
4.533724514,2.023970368,107
4.511691036,2.023924933,107
4.487032759,2.023111105,107
4.463143643,2.024073764,107
4.442984891,2.023679944,107
4.424589973,2.022451062,107
4.402788108,2.023466743,107
4.384395951,2.022462268,107
4.364470672,2.02296476,107
4.341956946,2.022914888,107
4.325457613,2.021554548,107
4.307435442,2.021694262,107
4.289239162,2.021602678,107
4.26932878,2.022645539,107
4.251437131,2.023304827,107
4.23280105,2.022721363,107
4.218262775,2.021375089,107
4.202231783,2.02153732,107
4.186022616,2.021474896,107
4.170067496,2.021932786,107
4.15565301,2.021147866,107
4.139772906,2.021890956,107
4.124852001,2.020444415,107
4.110535233,2.020079704,107
4.0979471,2.018788482,107
4.082220109,2.020096263,107
4.068006495,2.020130127,107
4.055722099,2.019539854,107
4.040998969,2.018949168,107
4.025225993,2.020486515,107
4.014695873,2.019141084,107
4.002312872,2.018692917,107
3.988526819,2.01980445,107
3.977848803,2.018442978,107
3.967405363,2.017483029,107
3.952857916,2.017719329,107
3.942247628,2.016663501,107
3.931729838,2.015800065,107
3.91816099,2.017601038,107
3.90602448,2.01803541,107
3.895734131,2.017658627,107
3.886840673,2.015871705,107
3.875009574,2.016886243,107
3.863923797,2.015661274,107
3.855082407,2.014128585,107
3.843347579,2.01544096,107
3.834545181,2.014070569,107
3.82442569,2.014306184,107
3.81264586,2.015723171,107
3.804051486,2.014768306,107
3.795399956,2.013797039,107
3.782998752,2.014647629,107
3.773023265,2.015317035,107
3.766092363,2.013439349,107
3.757448026,2.012689705,107
3.747547582,2.013588012,107
3.737460674,2.014325719,107
3.730581805,2.012695658,107
3.719969166,2.012961978,107
3.712894604,2.011220478,107
3.704590927,2.01113938,107
3.694860477,2.012503583,107
3.68638838,2.012334298,107
3.678155164,2.012457565,107
3.669727615,2.012425318,107
3.661541203,2.012681707,107
3.654570567,2.011367507,107
3.64562307,2.01095966,107
3.637501386,2.011412032,107
3.629404479,2.011928033,107
3.62249342,2.010850965,107
3.614438729,2.011487441,107
3.606193173,2.011984695,107
3.599548324,2.011279931,107
3.591348802,2.011901831,107
3.583860759,2.010514343,107
3.577258889,2.009970792,107
3.57066979,2.009475159,107
3.562560003,2.010343339,107
3.556003777,2.00995063,107
3.549243642,2.009419503,107
3.541425918,2.010652391,107
3.534921129,2.010411191,107
3.528210946,2.010034865,107
3.520934309,2.009234212,107
3.514474602,2.009141956,107
3.507811498,2.00892104,107
3.501382274,2.008922237,107
3.494751571,2.008799258,107
3.488356762,2.008895329,107
3.481977624,2.009036108,107
3.475398002,2.009057729,107
3.469055159,2.009292286,107
3.462511217,2.009410011,107
3.455401499,2.009149702,107
3.449113785,2.009527745,107
3.44378797,2.008166263,107
3.437529962,2.008629171,107
3.431290053,2.009135439,107
3.424852213,2.009535567,107
3.419781035,2.008480679,107
3.413374949,2.0089677,107
3.408318627,2.007984138,107
3.401944082,2.008556543,107
3.39500929,2.008797134,107
3.389980562,2.007927137,107
3.38495479,2.007087913,107
3.382905879,2.001061828,107
3.383734588,1.992145998,107
3.382843599,1.984540861,107
3.382696398,1.975075986,107
3.382691681,1.965728441,107
3.383304347,1.956776225,107
3.383138168,1.947386171,107
3.383652845,1.936107965,107
3.383307459,1.926674499,107
3.38361662,1.915342779,107
3.384978116,1.904632895,107
3.38411491,1.894995569,107
3.384373097,1.883725379,107
3.385220029,1.870530421,107
3.386986486,1.857859571,107
3.385989358,1.848274258,107
3.385829571,1.836901062,107
3.386206841,1.823586292,107
3.387464425,1.810753194,107
3.386974668,1.799303512,107
3.386985173,1.785901711,107
3.387150837,1.772611379,107
3.388933042,1.75791281,107
3.388851218,1.74456327,107
3.387494195,1.732857093,107
3.388006686,1.717645747,107
3.389196127,1.702777835,107
3.389430802,1.687502198,107
3.388391998,1.673882645,107
3.389147417,1.656720698,107
3.390712578,1.639944618,107
3.390035974,1.624408125,107
3.390313442,1.60714286,107
3.390427132,1.589845252,107
3.389272451,1.574225578,107
3.390736757,1.555390007,107
3.391099067,1.536141942,107
3.391034473,1.516763731,107
3.39089794,1.497398251,107
3.391808416,1.478470487,107
3.392134266,1.457213702,107
3.391562951,1.437796613,107
3.391778517,1.41444923,107
3.393206745,1.391579489,107
3.392704799,1.370179304,107
3.393300339,1.344967097,107
3.393371852,1.319617907,107
3.393963286,1.296597043,107
3.393840294,1.271265279,107
3.394084137,1.243993163,107
3.393611299,1.216536809,107
3.395268382,1.187700019,107
3.395726172,1.156432659,107
3.395450981,1.127080548,107
3.395698219,1.09375799,107
3.398291009,1.05908502,107
3.397165319,1.027538911,107
3.396220357,0.996097704,107
3.396552891,0.956761123,107
3.398959206,0.918037875,107
3.397496944,0.882461711,107
3.398213161,0.839243763,107
3.398605296,0.79393402,107
3.399599702,0.755012125,107
3.397995038,0.713435646,107
3.400236145,0.656389866,107
3.399199992,0.610959619,107
3.400279466,0.561965477,107
3.401362132,0.500724342,107
3.401182679,0.443368116,107
3.401458754,0.382084776,107
3.404839399,0.313335354,107
3.404730815,0.243931354,107
3.391926754,0.168094531,107
3.3814311,-0.004541421,107
3.37369138,-0.046443232,107
3.358564176,-0.048945707,107
3.342721811,-0.043379,107
3.327876878,-0.045674942,107
3.312754459,-0.047931468,107
3.297043128,-0.042108951,107
3.280595025,-0.036309218,107
3.266579757,-0.042208257,107
3.2515157,-0.040099769,107
3.236154384,-0.041978704,107
3.221593325,-0.043681171,107
3.207023648,-0.045308239,107
3.191629618,-0.046944473,107
3.177043449,-0.048416386,107
3.161268253,-0.045905343,107
3.146338949,-0.043235348,107
3.132095959,-0.048459768,107
3.116690742,-0.049685997,107
3.101519699,-0.042790396,107
3.086956242,-0.043795899,107
3.071577185,-0.044775527,107
3.056998939,-0.045626277,107
3.041610327,-0.046442173,107
3.027028769,-0.0471375,107
3.012443807,-0.047757333,107
2.997176941,-0.052327522,107
2.982565512,-0.052792755,107
2.967951871,-0.053182343,107
2.952448902,-0.049512212,107
2.937847725,-0.049746008,107
2.922438379,-0.049910729,107
2.907840463,-0.049989101,107
2.893232751,-0.053991892,107
2.877800869,-0.053912746,107
2.863177905,-0.053759928,107
2.848560857,-0.053531479,107
2.833132159,-0.053208227,107
2.818518369,-0.05282425,107
2.803089058,-0.052336668,107
2.788164262,-0.059790941,107
2.77333835,-0.063170102,107
2.758259068,-0.054445699,107
2.743634947,-0.053673843,107
2.729019946,-0.052826566,107
2.713333231,-0.055841382,107
2.698138792,-0.062816982,107
2.682661598,-0.061671594,107
2.668001072,-0.060508169,107
2.653351706,-0.059269273,107
2.637894567,-0.057879195,107
2.622869438,-0.060465448,107
2.60821596,-0.058992413,107
2.592761008,-0.057355691,107
2.577676267,-0.059701647,107
2.562217896,-0.057898027,107
2.547578526,-0.056110951,107
2.532438021,-0.058215372,107
2.515376898,-0.068055861,107
2.500690505,-0.066026785,107
2.484619387,-0.067760199,107
2.469929988,-0.065571157,107
2.454636783,-0.067258466,107
2.438497086,-0.068730537,107
2.423145934,-0.070248264,107
2.406943433,-0.07154029,107
2.392944699,-0.065012332,107
2.377731939,-0.062249296,107
2.362331723,-0.063437634,107
2.34739463,-0.060562366,107
2.331418908,-0.061476566,107
2.314345641,-0.070248048,107
2.29883357,-0.067005274,107
2.283306076,-0.067764015,107
2.266880016,-0.072341128,107
2.250466222,-0.072738446,107
2.235759139,-0.069337965,107
2.220253214,-0.065665761,107
2.202720502,-0.073762526,107
2.186217109,-0.073789371,107
2.1724993,-0.066181717,107
2.155799408,-0.070116455,107
2.137185343,-0.077598602,107
2.122449655,-0.073610287,107
2.106922076,-0.069318828,107
2.090042582,-0.072869146,107
2.075336971,-0.06863821,107
2.057558523,-0.07175797,107
2.041702364,-0.071187985,107
2.023833942,-0.074100744,107
2.006728012,-0.077160191,107
1.989964508,-0.076046276,107
1.972762899,-0.078902834,107
1.955512346,-0.081659003,107
1.938664905,-0.080245399,107
1.922625164,-0.079014291,107
1.904433776,-0.081183595,107
1.888344475,-0.079759481,107
1.869532906,-0.085771974,107
1.85256444,-0.083853316,107
1.836407525,-0.082140783,107
1.819414542,-0.080024398,107
1.803238084,-0.078125225,107
1.784774977,-0.079539112,107
1.767084783,-0.081162414,107
1.751807961,-0.08366975,107
1.734021414,-0.085091931,107
1.715371877,-0.086067263,107
1.695948125,-0.090957022,107
1.679583483,-0.088364484,107
1.660800376,-0.088992881,107
1.642792591,-0.089861103,107
1.625553642,-0.086601211,107
1.60748594,-0.087254522,107
1.586885972,-0.091054971,107
1.567026054,-0.095096937,107
1.550506326,-0.091776166,107
1.531436406,-0.091576085,107
1.513152517,-0.09165233,107
1.495771336,-0.087621014,107
1.479209676,-0.083891878,107
1.460852818,-0.083641776,107
1.437997597,-0.089981289,107
1.417694875,-0.093031176,107
1.396496275,-0.095514361,107
1.377924166,-0.094754991,107
1.358500028,-0.093438813,107
1.336040654,-0.099469492,107
1.317342593,-0.098339508,107
1.299735366,-0.093136934,107
1.279026653,-0.095259048,107
1.259416192,-0.09329963,107
1.236589846,-0.098609883,107
1.215684175,-0.100307336,107
1.197981005,-0.094499143,107
1.179053349,-0.092506354,107
1.15511773,-0.096726681,107
1.134009015,-0.097873749,107
1.114126688,-0.094966407,107
1.092919242,-0.095833759,107
1.069504137,-0.099930469,107
1.047340278,-0.099966542,107
1.02594308,-0.10038232,107
0.999536563,-0.106967627,107
0.977726994,-0.106884859,107
0.958381264,-0.103524088,107
0.938467966,-0.099663408,107
0.916811193,-0.099338975,107
0.896576525,-0.0950149,107
0.872535525,-0.0976701,107
0.850613307,-0.101723904,107
0.827927112,-0.100211481,107
0.801306458,-0.105601749,107
0.778491658,-0.103740829,107
0.754074465,-0.105543009,107
0.731163362,-0.10335129,107
0.706612911,-0.10480592,107
0.678717726,-0.10861096,107
0.656460937,-0.106532022,107
0.630866462,-0.106791439,107
0.606031021,-0.107517389,107
0.578064819,-0.110732028,107
0.55027014,-0.113950344,107
0.522105191,-0.116731072,107
0.496956927,-0.116679752,107
0.468338699,-0.118805864,107
0.437866705,-0.124460163,107
0.414256369,-0.120055813,107
0.38620895,-0.122244553,107
0.357239239,-0.123487811,107
0.334326883,-0.11925898,107
0.307887426,-0.117101038,107
0.279533417,-0.118451988,107
0.247565471,-0.121775764,107
0.213598165,-0.128542596,107
0.186858818,-0.125494591,107
0.157321958,-0.125144411,107
0.12853695,-0.125350853,107
0.093284639,-0.130283586,107
0.064325956,-0.130015296,107
0.031648218,-0.131544081,107
0.011012854,-0.122316938,107
-0.004754382,-0.106481528,107
-0.019605923,-0.091406167,107
-0.026582724,-0.067056496,107
-0.026797942,-0.038022402,107
-0.021788609,-0.002712629,107
-0.021529074,0.02614653,107
-0.027687656,0.05031969,107
-0.021114487,0.084462036,107
-0.017735008,0.116331139,107
-0.022518382,0.139503791,107
-0.021911156,0.168811965,107
-0.02033054,0.197193451,107
-0.022283203,0.223701337,107
-0.026337273,0.246699351,107
-0.027908151,0.273110363,107
-0.025513893,0.301204249,107
-0.029748146,0.324916811,107
-0.030725901,0.351147857,107
-0.030815665,0.376472156,107
-0.034515892,0.400063191,107
-0.027999755,0.430273214,107
-0.028187845,0.4562282,107
-0.027521094,0.481271915,107
-0.027325658,0.507089376,107
-0.026295385,0.531998365,107
-0.028909873,0.555260521,107
-0.033929541,0.575244103,107
-0.026583043,0.605580518,107
-0.028063331,0.627844746,107
-0.026761019,0.653253927,107
-0.021416829,0.680074711,107
-0.026261977,0.700689283,107
-0.027101324,0.72274285,107
-0.028374134,0.745592696,107
-0.032213913,0.765299132,107
-0.032991763,0.787789285,107
-0.030098914,0.812170499,107
-0.032225243,0.837074983,107
-0.036040832,0.85749373,107
-0.039721023,0.877896327,107
-0.035977595,0.901729259,107
-0.039370365,0.922059022,107
-0.042102381,0.941522607,107
-0.041826998,0.963910878,107
-0.044297773,0.983314066,107
-0.036862761,1.009712204,107
-0.035611216,1.031054691,107
-0.037999807,1.050880129,107
-0.036474182,1.072123862,107
-0.031813697,1.096128904,107
-0.033471549,1.115258729,107
-0.035481006,1.135206048,107
-0.033393259,1.156213152,107
-0.035137887,1.176084826,107
-0.039824689,1.193190944,107
-0.044862174,1.211150817,107
-0.045802514,1.23012223,107
-0.047066074,1.24991528,107
-0.051331083,1.267006708,107
-0.048777445,1.288544101,107
-0.04207278,1.310937371,107
-0.042815681,1.33055154,107
-0.046627984,1.347548763,107
-0.043522063,1.368829822,107
-0.040271872,1.390034305,107
-0.040116492,1.408634871,107
-0.0402341,1.428043429,107
-0.039848913,1.446570981,107
-0.047037027,1.462655836,107
-0.039106284,1.484341316,107
-0.031394303,1.506753611,107
-0.034212805,1.52350924,107
-0.040982713,1.53956728,107
-0.036218769,1.559382249,107
-0.042675786,1.575163099,107
-0.045220773,1.592180576,107
-0.040335747,1.612405212,107
-0.046290776,1.627646875,107
-0.048751958,1.645189843,107
-0.047045851,1.663281991,107
-0.045545045,1.682174469,107
-0.047379301,1.698808488,107
-0.04565528,1.71762223,107
-0.051063575,1.732884879,107
-0.049125072,1.751637927,107
-0.039206684,1.772062092,107
-0.037026912,1.790669148,107
-0.046137859,1.805494055,107
-0.047283408,1.821982853,107
-0.04860544,1.839306731,107
-0.049563103,1.85576726,107
-0.046860794,1.874225776,107
-0.051459932,1.889497718,107
-0.04920863,1.910143931,107
-0.046171011,1.928470217,107
-0.046637447,1.944816531,107
-0.047245096,1.961988649,107
-0.047525303,1.978293876,107
-0.047938964,1.995429237,107
-0.044162655,2.012698038,107
-0.040498476,2.030748544,107
-0.044285903,2.045980302,107
-0.044308975,2.063014384,107
-0.04014087,2.080093004,107
-0.043867036,2.096169995,107
-0.051220636,2.110551172,107
-0.046963316,2.128390138,107
-0.042599393,2.146162831,107
-0.045789336,2.161403918,107
-0.045149448,2.178298447,107
-0.04032268,2.195092583,107
-0.043420416,2.211168851,107
-0.046273836,2.226413318,107
-0.05308713,2.241533916,107
-0.04795026,2.258479456,107
-0.042765343,2.275643716,107
-0.041336907,2.291526175,107
-0.043907657,2.307606545,107
-0.046261849,2.322852241,107
-0.048661341,2.338959056,107
-0.054814773,2.353676016,107
-0.049117961,2.370901954,107
-0.047177835,2.38668967,107
-0.049228468,2.402800537,107
-0.051090419,2.418077653,107
-0.04104631,2.435565249,107
-0.046714819,2.45036306,107
-0.052396481,2.466060825,107
-0.049949262,2.481737361,107
-0.051480931,2.497867105,107
-0.048865162,2.513496084,107
-0.046236035,2.529939124,107
-0.047503881,2.546042706,107
-0.048623731,2.561303824,107
-0.049720146,2.577419986,107
-0.050677847,2.592697306,107
-0.051602678,2.608824224,107
-0.052397476,2.624105719,107
-0.053150648,2.640241565,107
-0.049785989,2.655690698,107
-0.054354936,2.671395157,107
-0.054833774,2.686973705,107
-0.055236928,2.702838243,107
-0.051545708,2.718212622,107
-0.051784636,2.734342408,107
-0.051929671,2.749623164,107
-0.055996943,2.765748826,107
-0.055979343,2.781050966,107
-0.059874649,2.797240854,107
-0.0596939,2.812567811,107
-0.05541788,2.828661336,107
-0.055074614,2.843959635,107
-0.062622614,2.860350689,107
-0.062115022,2.87569103,107
-0.061493236,2.891876222,107
-0.056826936,2.907019962,107
-0.056034029,2.923175789,107
-0.059146297,2.939555862,107
-0.058228922,2.954871976,107
-0.05717415,2.971039911,107
-0.05609382,2.986345394,107
-0.058855117,3.00280979,107
-0.053624305,3.017789151,107
-0.060194358,3.034638173,107
-0.058784274,3.049963603,107
-0.053230113,3.065729435,107
-0.055637642,3.081432388,107
-0.061842914,3.098460885,107
-0.06010231,3.113793996,107
-0.062184714,3.130163461,107
-0.068217003,3.146499433,107
-0.070080661,3.163238944,107
-0.068005215,3.178608665,107
-0.077728732,3.195670766,107
-0.075358151,3.211936503,107
-0.069077048,3.226724735,107
-0.070487015,3.243572481,107
-0.071941656,3.259598606,107
-0.069221822,3.275831764,107
-0.070503197,3.291887688,107
-0.071542755,3.308826181,107
-0.072645711,3.324935561,107
-0.069567829,3.341176774,107
-0.07049531,3.357317304,107
-0.071161242,3.37433838,107
-0.071908557,3.390528426,107
-0.076295309,3.408437339,107
-0.072949339,3.423841133,107
-0.073233852,3.440957868,107
-0.073617989,3.457240899,107
-0.077602677,3.475324251,107
-0.077799048,3.491670858,107
-0.073809657,3.50793775,107
-0.073827005,3.524305604,107
-0.073532412,3.541549735,107
-0.081778181,3.557435634,107
-0.085386127,3.574943274,107
-0.08479919,3.592307606,107
-0.084351734,3.608835339,107
-0.079723276,3.625131099,107
-0.082934742,3.642791113,107
-0.085786441,3.661367114,107
-0.081132163,3.676811462,107
-0.08377158,3.695463754,107
-0.082755088,3.712101949,107
-0.081369968,3.729613002,107
-0.076362466,3.745033574,107
-0.074784226,3.762549649,107
-0.084755597,3.783083426,107
-0.086736294,3.801991428,107
-0.081354045,3.81743881,107
-0.083118826,3.836408023,107
