x,y
6.136063509,-1.375486084
6.100587083,-1.373299579
6.06820184,-1.373467944
6.03590892,-1.373347746
6.006169511,-1.376173471
5.97405244,-1.375490131
5.944941903,-1.37726845
5.909632999,-1.373775273
5.874944617,-1.369452231
5.84325316,-1.367611602
5.817597711,-1.370873242
5.788196907,-1.37205875
5.759597266,-1.372269108
5.73387251,-1.375097277
5.702758,-1.377400347
5.67463459,-1.37663343
5.646355685,-1.375857807
5.617438532,-1.375517044
5.586875402,-1.371083968
5.561575774,-1.372527398
5.533663999,-1.370787436
5.505369298,-1.369235619
5.48292749,-1.373031495
5.457896012,-1.373630528
5.430328414,-1.370988129
5.404965272,-1.371574764
5.380156003,-1.371544297
5.355418076,-1.371312247
5.327742326,-1.368174045
5.300656354,-1.364410223
5.278672688,-1.366671221
5.259449752,-1.371712451
5.234346904,-1.37106272
5.207610228,-1.366474241
5.183413794,-1.364845453
5.161945761,-1.366037607
5.139563467,-1.367782445
5.11558427,-1.365595099
5.091933663,-1.363040733
5.070459512,-1.363724238
5.048313897,-1.364756387
5.025018544,-1.366452644
5.005491108,-1.370252094
4.98196595,-1.366964161
4.958536349,-1.363489407
4.936932577,-1.363482004
4.915875673,-1.362988116
4.894875411,-1.362338333
4.871784371,-1.358159251
4.850447601,-1.357485071
4.831770246,-1.359742955
4.813119355,-1.361869156
4.792662656,-1.360297679
4.773368137,-1.362581987
4.754821446,-1.364300156
4.732276561,-1.358976536
4.714071787,-1.360273426
4.694934826,-1.361992186
4.674600189,-1.359676136
4.654580215,-1.35707671
4.634394372,-1.354462417
4.61546084,-1.355607936
4.597521367,-1.35610914
4.579378783,-1.356613493
4.56127445,-1.356992281
4.54320921,-1.357245961
4.524702498,-1.357615928
4.508487225,-1.361204769
4.49052364,-1.361092599
4.472843466,-1.360741643
4.454246846,-1.360724081
4.43641299,-1.360239976
4.417199886,-1.355886753
4.397833391,-1.351505115
4.381080338,-1.354615835
4.361533453,-1.354471745
4.344809191,-1.357343056
4.327498714,-1.356012065
4.309997359,-1.354665545
4.294059236,-1.356903804
4.276161876,-1.355521558
4.258793566,-1.353827327
4.242925948,-1.355745219
4.225883047,-1.353734731
4.207933494,-1.351972174
4.192142673,-1.353572825
4.176364521,-1.35507472
4.159505009,-1.352621993
4.143054748,-1.3541724
4.127339792,-1.355368732
4.110606958,-1.352594642
4.093693063,-1.349790739
4.078069266,-1.350681519
4.061982256,-1.351627491
4.046393023,-1.352321697
4.029663076,-1.349091037
4.015274302,-1.353419704
3.999260915,-1.353965359
3.982651829,-1.350425438
3.967181916,-1.350630596
3.951973313,-1.350675189
3.935826325,-1.350883705
3.92042631,-1.350800195
3.905284985,-1.350562534
3.889927184,-1.35029324
3.873873583,-1.350104137
3.858804736,-1.349586562
3.843521209,-1.349033698
3.828263558,-1.34838784
3.812552821,-1.347753478
3.798179698,-1.350832303
3.782176647,-1.345992605
3.767809792,-1.348897639
3.752188001,-1.347885252
3.737075203,-1.346685954
3.722705105,-1.349331528
3.707869543,-1.347912381
3.693492873,-1.350389927
3.67838579,-1.352901725
3.663599588,-1.351220375
3.648605562,-1.349488313
3.634220807,-1.351624913
3.618550599,-1.349817689
3.604404599,-1.351749301
3.590007569,-1.353631593
3.57559995,-1.355431035
3.560244544,-1.353229535
3.54583973,-1.354857769
3.531010826,-1.352424694
3.516611125,-1.353884772
3.501722283,-1.355306525
3.48696101,-1.352613018
3.472560955,-1.353819694
3.458394653,-1.354925439
3.442988569,-1.352026969
3.428592613,-1.3529807
3.41443176,-1.353837748
3.40002586,-1.354627173
3.384894167,-1.355366905
3.370559877,-1.351979958
3.35616539,-1.352517038
3.341887072,-1.356969535
3.327372706,-1.35334264
3.312422555,-1.349640039
3.29804249,-1.349842719
3.283661497,-1.349962672
3.269520034,-1.349999954
3.254418674,-1.349951444
3.210219692,-1.285266375
3.208892419,-0.268684554
3.200634783,-0.270307173
3.192601809,-0.26989208
3.184026295,-0.269398648
3.175862523,-0.268880592
3.167694327,-0.270320228
3.159119159,-0.269676526
3.1509542,-0.269015186
3.142929329,-0.268319091
3.134772447,-0.26756464
3.125808148,-0.270701485
3.117424452,-0.271837087
3.109384155,-0.270951284
3.100569605,-0.271941399
3.092392586,-0.27094321
3.084357745,-0.269915826
3.075512812,-0.27075006
3.067060415,-0.271587677
3.058728494,-0.272395286
3.05024434,-0.27313297
3.041654328,-0.27177996
3.033287254,-0.272438426
3.025108489,-0.271053183
3.016177463,-0.271516838
3.007777911,-0.272025167
3.0003204,-0.272665426
2.992277291,-0.2711172
2.983711925,-0.271456696
2.975130771,-0.269701426
2.966269258,-0.271922514
2.957665539,-0.272105195
2.949049681,-0.272235878
2.940600791,-0.270302841
2.931975273,-0.270330695
2.923810309,-0.268362682
2.914762977,-0.268185692
2.905255797,-0.271965424
2.896065745,-0.273712462
2.886952826,-0.273359007
2.878907607,-0.271169497
2.870199438,-0.270822125
2.861070833,-0.270303114
2.85191488,-0.27180478
2.843167515,-0.271291676
2.834998493,-0.268812774
2.825376742,-0.27001907
2.815998172,-0.271248163
2.807212798,-0.270515401
2.79814582,-0.269637148
2.788703603,-0.270687783
2.779233726,-0.271676638
2.770127319,-0.270620746
2.760613998,-0.271487214
2.751759714,-0.270412266
2.74290344,-0.269283346
2.733060884,-0.269866327
2.723465524,-0.270487264
2.713845299,-0.271044668
2.703927718,-0.271429623
2.694258926,-0.271857312
2.685327821,-0.270371234
2.677620789,-0.269341703
2.667903866,-0.269592986
2.657891933,-0.269661831
2.648130527,-0.269781095
2.638347547,-0.269834912
2.629502979,-0.268061905
2.618448503,-0.269621304
2.607758721,-0.27128832
2.598738503,-0.26926319
2.588581788,-0.268853488
2.578678605,-0.268505809
2.567870403,-0.269883808
2.557650369,-0.269261077
2.547682885,-0.268704333
2.536780622,-0.269856804
2.52649672,-0.269016164
2.51459245,-0.271780375
2.504528975,-0.270932831
2.494586631,-0.27009088
2.485056055,-0.267131964
2.474958657,-0.266080952
2.463994306,-0.266776207
2.45145312,-0.268811124
2.440902192,-0.27193981
2.429277022,-0.272072036
2.419054936,-0.270643692
2.408957762,-0.269227348
2.39725743,-0.269111133
2.385935851,-0.269159815
2.373654087,-0.270902531
2.360780785,-0.272204071
2.349353647,-0.271986741
2.338035505,-0.271774307
2.326553965,-0.27138861
2.315753055,-0.268983005
2.30422922,-0.268429695
2.291681446,-0.269531192
2.278954096,-0.270440783
2.26577729,-0.270963317
2.254265062,-0.270140323
2.242593893,-0.269133782
2.230943071,-0.270549435
2.218028396,-0.270978446
2.205867473,-0.269400566
2.193020618,-0.269732162
2.181217693,-0.268272572
2.168169058,-0.268303414
2.15481194,-0.268016781
2.140446279,-0.269402829
2.126027973,-0.270670265
2.113814627,-0.26849758
2.100583795,-0.267994972
2.087320654,-0.267386879
2.072735823,-0.268201146
2.057830315,-0.268661572
2.043149703,-0.269230196
2.029739277,-0.268171125
2.016201313,-0.269586155
2.001392933,-0.269807067
1.986268162,-0.269657905
1.970023172,-0.271103883
1.956436114,-0.269473817
1.941594397,-0.269321864
1.926170287,-0.268533646
1.909729534,-0.269443644
1.894762392,-0.268907158
1.877812963,-0.269140322
1.861219607,-0.269625938
1.844711186,-0.27010415
1.82944109,-0.268898878
1.813732234,-0.267147909
1.797092111,-0.267207942
1.781355089,-0.268122818
1.761710151,-0.270649757
1.74478026,-0.270127017
1.727809238,-0.26945893
1.710520944,-0.268340253
1.690489255,-0.270042889
1.673376695,-0.268904514
1.655953126,-0.267306138
1.635743447,-0.268485643
1.618503024,-0.266874638
1.601229827,-0.265114875
1.577516617,-0.268014103
1.557064111,-0.268459248
1.540867993,-0.267673623
1.52341794,-0.265257965
1.502819004,-0.265191623
1.478752362,-0.267070181
1.454873897,-0.269060685
1.437244537,-0.265931994
1.41654787,-0.265252346
1.395257711,-0.263663803
1.371118676,-0.264805188
1.350261946,-0.263528141
1.325584431,-0.263670433
1.294742914,-0.268796477
1.273565273,-0.266669467
1.253567357,-0.26608453
1.229157515,-0.266057185
1.204550561,-0.265603976
1.176158983,-0.266549962
1.144763671,-0.270037516
1.120073134,-0.269010385
1.101485824,-0.262547439
1.076575179,-0.260869078
1.041618894,-0.265597982
1.013183199,-0.265511896
0.980864172,-0.266587859
0.948995052,-0.268215791
0.924834138,-0.266967565
0.899682702,-0.263929243
0.8640124,-0.266505443
0.831693523,-0.266707989
0.795551103,-0.268099664
0.759579449,-0.26959313
0.727002776,-0.268770285
0.694081189,-0.267124651
0.661361903,-0.265638118
0.621524562,-0.267601445
0.588651737,-0.265413541
0.544800743,-0.267911495
0.506291721,-0.271822966
0.472780834,-0.267766179
0.432467285,-0.267741899
0.388474064,-0.269067397
0.344100325,-0.269371373
0.296286062,-0.271492672
0.255589362,-0.269701556
0.218580346,-0.266098195
0.166829235,-0.268476367
0.114951228,-0.270305337
0.070264617,-0.268341807
0.015727705,-0.273522333
-0.036357265,-0.274079224
-0.073956853,-0.267524803
-0.130047929,-0.268284203
-0.152952412,-0.254776419
-0.175679964,-0.241382617
-0.209650005,-0.231872585
-0.213813373,-0.210383909
-0.21810411,-0.188217366
-0.218259054,-0.165307101
-0.214515266,-0.141049712
-0.218125713,-0.1196153
-0.217718721,-0.097170446
-0.217287212,-0.074436157
-0.212928127,-0.050444778
-0.215987028,-0.029107477
-0.211212059,-0.005589287
-0.217800088,0.014449674
-0.216974001,0.037969283
-0.204119936,0.063680218
-0.210311587,0.083683323
-0.212556871,0.104871471
-0.206998187,0.128305522
-0.205033731,0.150201736
-0.210727645,0.170208666
-0.208593307,0.192371364
-0.206229605,0.214143314
-0.204080301,0.237185637
-0.20152491,0.259174093
-0.202711886,0.280130956
-0.207576813,0.299788552
-0.200737293,0.322590404
-0.197647135,0.344380147
-0.209951294,0.362241792
-0.206612738,0.383994862
-0.203139328,0.405683395
-0.203446384,0.426484819
-0.20376526,0.447938096
-0.203821224,0.46870263
-0.203753373,0.489444549
-0.203500535,0.509829682
-0.207125688,0.529821842
-0.206693946,0.550514213
-0.202193656,0.571838074
-0.201459199,0.592122745
-0.204610989,0.6121018
-0.207646893,0.632092585
-0.207132161,0.656344318
-0.205950137,0.676888336
-0.204604278,0.69707494
-0.20318292,0.717564563
-0.201759436,0.739022605
-0.200053759,0.759115221
-0.202244936,0.779083428
-0.204321209,0.799063909
-0.206282507,0.819056004
-0.196146674,0.839794849
-0.193887738,0.860072878
-0.203473609,0.879376487
-0.196993646,0.899937893
-0.198352676,0.919553228
-0.199681423,0.940508182
-0.20082913,0.960471246
-0.205840906,0.979911804
-0.202765561,1.000082166
-0.199573309,1.020211512
-0.208258515,1.039919576
-0.208825547,1.059596391
-0.201289553,1.079765844
-0.197636563,1.099793763
-0.201873602,1.12037408
-0.213986534,1.140313414
-0.217984593,1.160367352
-0.205867698,1.180327371
-0.205640539,1.199988416
-0.205295469,1.219981467
-0.204835392,1.239972201
-0.208268875,1.259752605
-0.207580189,1.279753717
-0.202779936,1.299584472
-0.197817824,1.320362965
-0.204786687,1.340413969
-0.21561187,1.3611253
-0.218330908,1.381437848
-0.208986625,1.400591424
-0.207487516,1.420600404
-0.209859421,1.440933687
-0.204144657,1.460584774
-0.20631426,1.480610295
-0.212213114,1.502408611
-0.21012824,1.522434467
-0.203991039,1.541666009
-0.20168047,1.561643917
-0.203224414,1.582102034
-0.208527178,1.603776014
-0.209823421,1.624313143
-0.207037322,1.644323235
-0.20413616,1.664316968
-0.205533367,1.681905836
-0.206366449,1.702518157
-0.207132269,1.722823867
-0.207723556,1.743483669
-0.208014002,1.765176886
-0.208413417,1.785559674
-0.208630415,1.806300569
-0.208723764,1.827064969
-0.208693202,1.847852136
-0.208400434,1.869329149
-0.20811857,1.890153505
-0.203803233,1.910149391
-0.203350451,1.930664234
-0.202699682,1.951531607
-0.201686661,1.973417105
-0.204746875,1.99493204
-0.207591329,2.016841711
-0.206422828,2.037822236
-0.205127896,2.058817971
-0.203529367,2.080488977
-0.201976939,2.10151255
-0.208000665,2.124707841
-0.210122385,2.146568204
-0.208171011,2.167694657
-0.209624493,2.190979054
-0.211331719,2.212981403
-0.208978094,2.234180531
-0.210309527,2.256593691
-0.211496007,2.279064017
-0.21264941,2.301250226
-0.21700235,2.326101446
-0.210179043,2.346141224
-0.207132683,2.367129535
-0.215144417,2.392484765
-0.21921907,2.416607392
-0.215382003,2.438707994
-0.215398375,2.461554104
-0.211531442,2.483012684
-0.211260101,2.505921866
-0.210972498,2.5285378
-0.20629189,2.551034865
-0.201876175,2.57252586
-0.204852165,2.596754448
-0.203839743,2.619837217
-0.19900431,2.641370208
-0.197408154,2.665168866
-0.199602848,2.689958467
-0.201626715,2.714823297
-0.199841813,2.738097538
-0.198058449,2.761070015
-0.220820305,2.797353514
-0.204070922,2.81395169
-0.140640176,2.807346551
-0.084410867,2.803943086
-0.028335126,2.799948302
0.02076472,2.799607862
0.062313712,2.801790749
0.107324835,2.801699064
0.152227579,2.801144793
0.202281419,2.801471679
0.246943385,2.799928696
0.291326742,2.79764123
0.336215313,2.796026553
0.370072663,2.799035306
0.403708197,2.801434317
0.444344737,2.799744325
0.484865953,2.797642054
0.525584341,2.795655702
0.562445541,2.794801766
0.592391939,2.797771548
0.62567674,2.798335675
0.662102884,2.796186087
0.700311445,2.796634364
0.736669584,2.793969892
0.769565453,2.793134528
0.799355596,2.794670249
0.82544208,2.797677327
0.858088828,2.795929676
0.887342845,2.796135135
0.922916855,2.791248522
0.952458573,2.791524211
0.981441778,2.790840414
1.006947724,2.792014128
1.029326936,2.795534631
1.064512601,2.789307577
1.09488602,2.789833886
1.123435845,2.787761377
1.145872,2.790712113
1.167951451,2.79305079
1.193124374,2.792708628
1.221661052,2.790025474
1.246669484,2.78919176
1.271597167,2.788121521
1.296447969,2.786822648
1.315403915,2.79081021
1.334021492,2.794258866
1.361715279,2.789727241
1.383569603,2.790542702
1.408053853,2.788156447
1.429456977,2.788199432
1.446592717,2.795333364
1.467746905,2.794835488
1.491930662,2.791605747
1.513569353,2.791391904
1.53466766,2.790477269
1.555539575,2.789210008
1.574095822,2.791191341
1.59214005,2.792525491
1.609985445,2.793547285
1.63076969,2.791744192
1.651953068,2.790225632
1.672428851,2.787898173
1.692983167,2.785543307
1.708409504,2.78924712
1.725934724,2.78931889
1.740842118,2.792319144
1.755729882,2.795199687
1.777721444,2.793625478
1.798357613,2.790696402
1.815623804,2.790016427
1.832992317,2.789331852
1.8476852,2.791525086
1.862671164,2.793873945
1.879902429,2.792782013
1.897074303,2.791546536
1.914497757,2.790426064
1.931547326,2.788902206
1.948534255,2.787236783
1.962963135,2.788557486
1.977678151,2.790014707
1.994506633,2.787953806
2.008828992,2.788923942
2.02296274,2.789664012
2.041351494,2.78851361
2.057219394,2.787866662
2.071385015,2.788359581
2.085516017,2.788743938
2.099454292,2.78890779
2.115138331,2.787776092
2.129151407,2.787827979
2.144103334,2.786017328
2.15737504,2.787823464
2.171272462,2.787553601
2.187182491,2.783739956
2.199884539,2.78492168
2.213035423,2.786315949
2.225535265,2.787210254
2.237102602,2.78980699
2.251246718,2.78921986
2.265765785,2.786433207
2.279341119,2.785340632
2.292870514,2.784146251
2.305650577,2.784758144
2.320974871,2.784457495
2.332224416,2.786329109
2.34460642,2.786473868
2.355984528,2.788277057
2.368631599,2.78842455
2.381887407,2.786551259
2.395088855,2.784578383
2.406373664,2.786046928
2.419806975,2.784055024
2.43104686,2.785359786
2.443176207,2.784804702
2.454693046,2.786110806
2.46676351,2.785388376
2.47792437,2.786380212
2.488915708,2.787224276
2.500520198,2.788292048
2.51331663,2.785430915
2.52506832,2.784225441
2.53740914,2.783220938
2.548432537,2.783749184
2.558483182,2.785970604
2.569477342,2.786358153
2.582478556,2.783186537
2.593415692,2.783419013
2.603420987,2.785367977
2.615542771,2.783794888
2.627670157,2.784303635
2.638994616,2.784422285
2.649669476,2.784225823
2.660478729,2.784019529
2.671045027,2.78579245
2.681661662,2.785390473
2.693077677,2.783090516
2.703792362,2.782603109
2.713837852,2.783939921
2.724827098,2.783422942
2.73609929,2.78082986
2.746709383,2.780064701
2.755938349,2.782998659
2.766989944,2.782251477
2.777543913,2.781288755
2.787346471,2.782130378
2.796743407,2.784879872
2.806701062,2.785650969
2.818187164,2.782636261
2.827952049,2.783235319
2.83786607,2.783817697
2.848272417,2.782403702
2.858472534,2.782942481
2.86835055,2.783340662
2.878685919,2.781734442
2.888833012,2.78002691
2.899127001,2.780348803
2.908944241,2.780502603
2.918750963,2.780597471
2.928390286,2.780600749
2.938174918,2.780579073
2.948417545,2.780591526
2.957646264,2.782384496
2.967406415,2.782187833
2.977153954,2.781932962
2.987198942,2.781673853
2.996589945,2.783273689
3.006308849,2.782845056
3.016013762,2.78235872
3.025547702,2.78179137
3.035409076,2.783238225
3.04508124,2.782579417
3.054319658,2.783825569
3.063969415,2.783054622
3.074076069,2.782283619
3.083539463,2.781378702
3.092927174,2.782424337
3.10191227,2.787395039
3.111648827,2.788365315
3.121619121,2.783273741
3.132907204,2.782252911
3.140416831,2.784872534
3.151695277,2.783722128
3.161071617,2.78236963
3.170460895,2.782969065
3.180326739,2.783540543
3.189725285,2.784029366
3.198882756,2.786455419
3.208373101,2.784838868
3.218312812,2.783182303
3.227603825,2.781449222
3.23698671,2.781666057
3.246344581,2.783828761
3.256040321,2.785940441
3.26545698,2.783993684
3.274850779,2.781992791
3.284238858,2.781937883
3.29346982,2.781831231
3.303323699,2.781659747
3.31276173,2.783440368
3.322064384,2.785171337
3.331469965,2.784844777
3.341256984,2.78244554
3.350489906,2.782016353
3.359986877,2.783523297
3.36938235,2.782978612
3.379085079,2.782359166
3.388618373,2.783699385
3.398014386,2.782989993
3.406164873,2.784337519
3.415741784,2.785519285
3.425147818,2.784653833
3.434389037,2.783750362
3.444467032,2.784716261
3.453867971,2.783685578
3.463106106,2.782619378
3.472741017,2.783466278
3.482392055,2.784256288
3.492103231,2.782964836
3.501774245,2.783640321
3.511165197,2.782280413
3.52055102,2.780866085
3.530556812,2.781322821
3.540263605,2.781770077
3.549984156,2.782159573
3.559212121,2.780549708
3.569417437,2.780740077
3.579163077,2.78095622
3.588767364,2.78114419
3.598145366,2.779283468
3.60838786,2.779229774
3.618016104,2.779245467
3.627811731,2.779169962
3.638058253,2.780986549
3.648337486,2.782739032
3.657567156,2.780572813
3.667881028,2.780145603
3.678222781,2.781710195
3.687942521,2.78131237
3.69731985,2.778881133
3.707201664,2.778327579
3.718150691,2.781571316
3.728924108,2.782729207
3.738861161,2.78198444
3.748801966,2.781180149
3.758595353,2.780361488
3.768551196,2.779436315
3.778981484,2.778303979
3.789398945,2.77920985
3.799380936,2.778096995
3.809996657,2.77882154
3.820638192,2.779477702
3.830497641,2.778227992
3.842307146,2.78047494
3.853023578,2.780922287
3.863607455,2.781357162
3.873676815,2.779790877
3.884453233,2.780034118
3.89525238,2.780207184
3.906386789,2.780187675
3.916492038,2.778358697
3.926216386,2.780933492
3.937571632,2.780641627
3.946940972,2.776774391
3.957689746,2.776603459
3.969403707,2.778133426
3.98115795,2.779582269
3.9921386,2.779122415
4.003452922,2.778447976
4.014472178,2.77783942
4.025508649,2.777157854
4.037258241,2.778285845
4.049201088,2.779258011
4.060776054,2.778119539
4.072624839,2.779002569
4.084662432,2.779726701
4.095833129,2.778580868
4.107017543,2.777360327
4.118059087,2.776146299
4.130672971,2.776297032
4.142851126,2.776605948
4.154905055,2.776913349
4.167146488,2.777050147
4.178442911,2.775353955
4.1917182,2.777063478
4.205358572,2.778492659
4.216723284,2.776542045
4.22809644,2.774514454
4.240127183,2.776680438
4.254483721,2.779726297
4.266971566,2.779155517
4.279488143,2.778493073
4.295220506,2.782821764
4.308129463,2.781760772
4.318582356,2.7774431
4.331205691,2.776409076
4.343695701,2.775386582
4.356363906,2.774170392
4.371296507,2.776174039
4.386753884,2.777739771
4.400506555,2.77796773
4.413303468,2.77634596
4.427278616,2.77626019
4.441134363,2.776179666
4.455182157,2.775880455
4.469733161,2.775127793
4.483694385,2.774724574
4.497842354,2.77409949
4.513241238,2.774951453
4.526065195,2.775181906
4.54155402,2.775806377
4.555850224,2.774737887
4.572520232,2.77680578
4.586892919,2.775502089
4.599221676,2.770612766
4.616029949,2.772303109
4.633055503,2.773724021
4.650141694,2.775002432
4.664680563,2.773103856
4.682179157,2.773839286
4.69942361,2.77469817
4.714062162,2.772426723
4.728568995,2.770177918
4.745945045,2.770632662
4.763374327,2.770940813
4.781166929,2.770811683
4.798699333,2.770821505
4.817330401,2.775209104
4.832512052,2.771746
4.852982839,2.774188823
4.870724779,2.773600992
4.891180628,2.775850353
4.909028439,2.774946084
4.926919213,2.773889997
4.947568567,2.775625942
4.966022731,2.773764421
4.984051006,2.772229684
5.005038401,2.773273774
5.023001879,2.771582071
5.041156928,2.769568812
5.065281346,2.772764581
5.086362054,2.773245172
5.108128519,2.772833185
5.127618093,2.774893541
5.146012155,2.772029098
5.167475258,2.771605268
5.192362557,2.773199987
5.213952386,2.772366519
5.24176725,2.776428576
5.263491969,2.775168844
5.278882068,2.768886295
5.300677322,2.767271039
5.328803661,2.770409667
5.360504937,2.775328615
5.385679839,2.775460802
5.410924916,2.775356732
5.429838759,2.770214966
5.455035521,2.769882641
5.482433638,2.773167704
5.514249006,2.777061892
5.543083108,2.778099869
5.572002774,2.778859487
5.594292799,2.774979688
5.62052643,2.772270477
5.652955256,2.774493843
5.685486681,2.776397274
5.71462841,2.776003671
5.750687625,2.779482405
5.776799408,2.776069102
5.802797707,2.772652082
5.836220589,2.772284775
5.8692635,2.772320947
5.907329622,2.779261324
5.943975929,2.780728896
5.974186801,2.777178462
6.000698354,2.771808405
6.037589622,2.772255123
6.08150036,2.77633629
6.125392013,2.780239385
6.166088418,2.781455754
6.185914469,2.770598288
6.20250946,2.757085644
6.222262177,2.745895999
6.224334495,2.725122754
6.226265746,2.704378603
6.227909097,2.683948426
6.229561415,2.663265421
6.234645753,2.644414788
6.232729497,2.621427175
6.226774254,2.597325122
6.227843214,2.576821474
6.228776828,2.556348349
6.22581764,2.534499216
6.222837088,2.512445276
6.223342584,2.492126514
6.22031461,2.469646809
6.22053573,2.449428684
6.216952185,2.427660682
6.216895221,2.40754704
6.22027365,2.389308431
6.216261844,2.367737716
6.215807385,2.347755757
6.215446844,2.327253961
6.218447561,2.308827416
6.21760273,2.288963629
6.216627181,2.269148005
6.215415895,2.249664134
6.217937723,2.231324734
6.216582953,2.211636898
6.215297652,2.191440224
6.217461084,2.173168197
6.219511885,2.154905786
6.217656601,2.13538549
6.211781104,2.114955925
6.213475549,2.096792319
6.211510614,2.076591231
6.209061041,2.057577103
6.211170487,2.036961197
6.208718217,2.017197348
6.205970937,1.998062885
6.206951686,1.980071559
6.207744759,1.962379057
6.204646666,1.943378185
6.209162075,1.926483287
6.209707089,1.908563269
6.206193486,1.889967439
6.206517338,1.872109355
6.206733025,1.854272065
6.206774887,1.836738133
6.206776704,1.818944385
6.206671116,1.80117337
6.206457278,1.783430861
6.206078581,1.765989097
6.209573522,1.749088897
6.209047225,1.731392647
6.208414737,1.713722302
6.207623906,1.696360494
6.202844869,1.678035012
6.201893185,1.660468756
6.204781183,1.643594379
6.203577999,1.626344542
6.202317756,1.608842651
6.200953361,1.591371043
6.203403121,1.574784804
6.201835538,1.557357799
6.214732301,1.551666121
6.213027846,1.534201894
6.211289764,1.516211039
6.209375623,1.498813624
6.211333564,1.481898878
6.21316392,1.465255674
6.215014541,1.4474716
6.21667704,1.430525266
6.218216711,1.413852658
6.215770151,1.395711656
6.217134884,1.378761831
6.218381744,1.362087461
6.215617725,1.344010864
6.216685049,1.327062771
6.217639476,1.310391773
6.218554304,1.292588636
6.215329391,1.275454278
6.216002342,1.258508979
6.220567059,1.241967556
6.217070024,1.224042373
6.213447946,1.207010451
6.213723339,1.190359684
6.217906677,1.173456859
6.217994577,1.155654605
6.217979399,1.138978942
6.221867041,1.121982692
6.221657028,1.105002324
6.221337384,1.087456827
6.224927314,1.070372326
6.220422495,1.053505958
6.215821544,1.036688779
6.215096137,1.019184319
6.218289853,1.002044119
6.221383696,0.984862853
